,ATC,ATC_info,ATC_hierarchy,used_in_diabetes,is_terminal_category,number_of_children
1942,D11AH,"Agents for dermatitis, excluding corticosteroids","['D11AH', 'D11A', 'D11', 'D']",False,13,13
1943,D11AH12,Nemolizumab,"['D11AH12', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1944,D11AH11,Delgocitinib,"['D11AH11', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1945,D11AH10,Lebrikizumab,"['D11AH10', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1946,D11AH09,Ruxolitinib,"['D11AH09', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1947,D11AH08,Abrocitinib,"['D11AH08', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1948,D11AH07,Tralokinumab,"['D11AH07', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1949,D11AH06,Crisaborole,"['D11AH06', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1950,D11AH05,Dupilumab,"['D11AH05', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1951,D11AH04,Alitretinoin,"['D11AH04', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1952,D11AH03,Cromoglicic acid,"['D11AH03', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1953,D11AH02,Pimecrolimus,"['D11AH02', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1954,D11AH01,Tacrolimus,"['D11AH01', 'D11AH', 'D11A', 'D11', 'D']",False,1,1
1955,D11AF,Wart and anti-corn preparations,"['D11AF', 'D11A', 'D11', 'D']",False,1,1
1956,D11AE,Androgens for topical use,"['D11AE', 'D11A', 'D11', 'D']",False,2,2
1957,D11AE01,Metandienone,"['D11AE01', 'D11AE', 'D11A', 'D11', 'D']",False,1,1
1958,D11AC,Medicated shampoos,"['D11AC', 'D11A', 'D11', 'D']",False,8,8
1959,D11AC30,Others,"['D11AC30', 'D11AC', 'D11A', 'D11', 'D']",False,1,1
1960,D11AC09,Xenysalate,"['D11AC09', 'D11AC', 'D11A', 'D11', 'D']",False,1,1
1961,D11AC08,Sulfur compounds,"['D11AC08', 'D11AC', 'D11A', 'D11', 'D']",False,1,1
1962,D11AC06,Povidone-iodine,"['D11AC06', 'D11AC', 'D11A', 'D11', 'D']",False,1,1
1963,D11AC03,Selenium compounds,"['D11AC03', 'D11AC', 'D11A', 'D11', 'D']",False,1,1
1964,D11AC02,Cadmium compounds,"['D11AC02', 'D11AC', 'D11A', 'D11', 'D']",False,1,1
1965,D11AC01,Cetrimide,"['D11AC01', 'D11AC', 'D11A', 'D11', 'D']",False,1,1
1966,D11AA,Antihidrotics,"['D11AA', 'D11A', 'D11', 'D']",False,2,2
1967,D11AA01,Glycopyrronium,"['D11AA01', 'D11AA', 'D11A', 'D11', 'D']",False,1,1
1968,D10,Anti-acne preparations,"['D10', 'D']",False,57,57
1969,D10B,Anti-acne preparations for systemic use,"['D10B', 'D10', 'D']",False,5,5
1970,D10BX,Other anti-acne preparations for systemic use,"['D10BX', 'D10B', 'D10', 'D']",False,2,2
1971,D10BX01,Ichtasol,"['D10BX01', 'D10BX', 'D10B', 'D10', 'D']",False,1,1
1972,D10BA,Retinoids for treatment of acne,"['D10BA', 'D10B', 'D10', 'D']",False,2,2
1973,D10BA01,Isotretinoin,"['D10BA01', 'D10BA', 'D10B', 'D10', 'D']",False,1,1
1974,D10A,Anti-acne preparations for topical use,"['D10A', 'D10', 'D']",False,41,41
1975,D10AX,Other anti-acne preparations for topical use,"['D10AX', 'D10A', 'D10', 'D']",False,8,8
1976,D10AX06,Clascoterone,"['D10AX06', 'D10AX', 'D10A', 'D10', 'D']",False,1,1
1977,D10AX30,Various combinations,"['D10AX30', 'D10AX', 'D10A', 'D10', 'D']",False,1,1
1978,D10AX05,Dapsone,"['D10AX05', 'D10AX', 'D10A', 'D10', 'D']",False,1,1
1979,D10AX04,Aluminium oxide,"['D10AX04', 'D10AX', 'D10A', 'D10', 'D']",False,1,1
1980,D10AX03,Azelaic acid,"['D10AX03', 'D10AX', 'D10A', 'D10', 'D']",False,1,1
1981,D10AX02,Resorcinol,"['D10AX02', 'D10AX', 'D10A', 'D10', 'D']",False,1,1
1982,D10AX01,Aluminium chloride,"['D10AX01', 'D10AX', 'D10A', 'D10', 'D']",False,1,1
1983,D10AF,Antiinfectives for treatment of acne,"['D10AF', 'D10A', 'D10', 'D']",False,10,10
1984,D10AF07,Minocycline,"['D10AF07', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1985,D10AF52,"Erythromycin, combinations","['D10AF52', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1986,D10AF51,"Clindamycin, combinations","['D10AF51', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1987,D10AF06,Sulfacetamide,"['D10AF06', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1988,D10AF05,Nadifloxacin,"['D10AF05', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1989,D10AF04,Meclocycline,"['D10AF04', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1990,D10AF03,Chloramphenicol,"['D10AF03', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1991,D10AF02,Erythromycin,"['D10AF02', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1992,D10AF01,Clindamycin,"['D10AF01', 'D10AF', 'D10A', 'D10', 'D']",False,1,1
1993,D10AE,Peroxides,"['D10AE', 'D10A', 'D10', 'D']",False,3,3
1994,D10AE51,"Benzoyl peroxide, combinations","['D10AE51', 'D10AE', 'D10A', 'D10', 'D']",False,1,1
1995,D10AE01,Benzoyl peroxide,"['D10AE01', 'D10AE', 'D10A', 'D10', 'D']",False,1,1
1996,D10AD,Retinoids for topical use in acne,"['D10AD', 'D10A', 'D10', 'D']",False,10,10
1997,D10AD06,Trifarotene,"['D10AD06', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
1998,D10AD54,"Isotretinoin, combinations","['D10AD54', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
1999,D10AD53,"Adapalene, combinations","['D10AD53', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
2000,D10AD51,"Tretinoin, combinations","['D10AD51', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
2001,D10AD05,Motretinide,"['D10AD05', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
2002,D10AD04,Isotretinoin,"['D10AD04', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
2003,D10AD03,Adapalene,"['D10AD03', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
2004,D10AD02,Retinol,"['D10AD02', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
2005,D10AD01,Tretinoin,"['D10AD01', 'D10AD', 'D10A', 'D10', 'D']",False,1,1
2006,D10AB,Preparations containing sulfur,"['D10AB', 'D10A', 'D10', 'D']",False,5,5
2007,D10AB05,Mesulfen,"['D10AB05', 'D10AB', 'D10A', 'D10', 'D']",False,1,1
2008,D10AB03,Tioxolone,"['D10AB03', 'D10AB', 'D10A', 'D10', 'D']",False,1,1
2009,D10AB02,Sulfur,"['D10AB02', 'D10AB', 'D10A', 'D10', 'D']",False,1,1
2010,D10AB01,Bithionol,"['D10AB01', 'D10AB', 'D10A', 'D10', 'D']",False,1,1
2011,D10AA,"Corticosteroids, combinations for treatment of acne","['D10AA', 'D10A', 'D10', 'D']",False,4,4
2012,D10AA03,Dexamethasone,"['D10AA03', 'D10AA', 'D10A', 'D10', 'D']",False,1,1
2013,D10AA02,Methylprednisolone,"['D10AA02', 'D10AA', 'D10A', 'D10', 'D']",False,1,1
2014,D10AA01,Fluorometholone,"['D10AA01', 'D10AA', 'D10A', 'D10', 'D']",False,1,1
2015,D09,Medicated dressings,"['D09', 'D']",False,30,30
2016,D09A,Medicated dressings,"['D09A', 'D09', 'D']",False,19,19
2017,D09AX,Soft paraffin dressings,"['D09AX', 'D09A', 'D09', 'D']",False,1,1
2018,D09AB,Zinc bandages,"['D09AB', 'D09A', 'D09', 'D']",False,3,3
2019,D09AB02,Zinc bandage with supplements,"['D09AB02', 'D09AB', 'D09A', 'D09', 'D']",False,1,1
2020,D09AB01,Zinc bandage without supplements,"['D09AB01', 'D09AB', 'D09A', 'D09', 'D']",False,1,1
2021,D09AA,Medicated dressings with antiinfectives,"['D09AA', 'D09A', 'D09', 'D']",False,14,14
2022,D09AA13,Iodoform,"['D09AA13', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2023,D09AA12,Chlorhexidine,"['D09AA12', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2024,D09AA11,Benzalkonium,"['D09AA11', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2025,D09AA10,Clioquinol,"['D09AA10', 'D09AA', 'D09A', 'D09', 'D']",True,1,1
2026,D09AA09,Povidone-iodine,"['D09AA09', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2027,D09AA08,Aluminium chlorohydrate,"['D09AA08', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2028,D09AA07,Cetylpyridinium,"['D09AA07', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2029,D09AA06,Triclosan,"['D09AA06', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2030,D09AA05,Benzododecinium,"['D09AA05', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2031,D09AA04,Phenylmercuric nitrate,"['D09AA04', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2032,D09AA03,Nitrofural,"['D09AA03', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2033,D09AA02,Fusidic acid,"['D09AA02', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2034,D09AA01,Framycetin,"['D09AA01', 'D09AA', 'D09A', 'D09', 'D']",False,1,1
2035,D08,Antiseptics and disinfectants,"['D08', 'D']",False,81,81
2036,D08A,Antiseptics and disinfectants,"['D08A', 'D08', 'D']",False,66,66
2037,D08AX,Other antiseptics and disinfectants,"['D08AX', 'D08A', 'D08', 'D']",False,10,10
2038,D08AX53,"Propanol, combinations","['D08AX53', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2039,D08AX08,Ethanol,"['D08AX08', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2040,D08AX07,Sodium hypochlorite,"['D08AX07', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2041,D08AX06,Potassium permanganate,"['D08AX06', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2042,D08AX05,Isopropanol,"['D08AX05', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2043,D08AX04,Tosylchloramide sodium,"['D08AX04', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2044,D08AX03,Propanol,"['D08AX03', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2045,D08AX02,Eosin,"['D08AX02', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2046,D08AX01,Hydrogen peroxide,"['D08AX01', 'D08AX', 'D08A', 'D08', 'D']",False,1,1
2047,D08AL,Silver compounds,"['D08AL', 'D08A', 'D08', 'D']",False,3,3
2048,D08AL30,Silver,"['D08AL30', 'D08AL', 'D08A', 'D08', 'D']",False,1,1
2049,D08AL01,Silver nitrate,"['D08AL01', 'D08AL', 'D08A', 'D08', 'D']",False,1,1
2050,D08AK,Mercurial products,"['D08AK', 'D08A', 'D08', 'D']",False,8,8
2051,D08AK30,Mercuric iodide,"['D08AK30', 'D08AK', 'D08A', 'D08', 'D']",False,1,1
2052,D08AK06,Thiomersal,"['D08AK06', 'D08AK', 'D08A', 'D08', 'D']",False,1,1
2053,D08AK05,"Mercury, metallic","['D08AK05', 'D08AK', 'D08A', 'D08', 'D']",False,1,1
2054,D08AK04,Merbromin,"['D08AK04', 'D08AK', 'D08A', 'D08', 'D']",False,1,1
2055,D08AK03,Mercuric chloride,"['D08AK03', 'D08AK', 'D08A', 'D08', 'D']",False,1,1
2056,D08AK02,Phenylmercuric borate,"['D08AK02', 'D08AK', 'D08A', 'D08', 'D']",False,1,1
2057,D08AK01,Mercuric amidochloride,"['D08AK01', 'D08AK', 'D08A', 'D08', 'D']",False,1,1
2058,D08AJ,Quaternary ammonium compounds,"['D08AJ', 'D08A', 'D08', 'D']",False,12,12
2059,D08AJ59,"Dodeclonium bromide, combinations","['D08AJ59', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2060,D08AJ58,"Benzethonium chloride, combinations","['D08AJ58', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2061,D08AJ57,"Octenidine, combinations","['D08AJ57', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2062,D08AJ10,Decamethoxine,"['D08AJ10', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2063,D08AJ08,Benzethonium chloride,"['D08AJ08', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2064,D08AJ06,Didecyldimethylammonium chloride,"['D08AJ06', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2065,D08AJ05,Benzoxonium chloride,"['D08AJ05', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2066,D08AJ04,Cetrimide,"['D08AJ04', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2067,D08AJ03,Cetylpyridinium,"['D08AJ03', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2068,D08AJ02,Cetrimonium,"['D08AJ02', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2069,D08AJ01,Benzalkonium,"['D08AJ01', 'D08AJ', 'D08A', 'D08', 'D']",False,1,1
2070,D08AH,Quinoline derivatives,"['D08AH', 'D08A', 'D08', 'D']",False,5,5
2071,D08AH30,Clioquinol,"['D08AH30', 'D08AH', 'D08A', 'D08', 'D']",False,1,1
2072,D08AH03,Oxyquinoline,"['D08AH03', 'D08AH', 'D08A', 'D08', 'D']",False,1,1
2073,D08AH02,Chlorquinaldol,"['D08AH02', 'D08AH', 'D08A', 'D08', 'D']",False,1,1
2074,D08AH01,Dequalinium,"['D08AH01', 'D08AH', 'D08A', 'D08', 'D']",False,1,1
2075,D08AG,Iodine products,"['D08AG', 'D08A', 'D08', 'D']",False,5,5
2076,D08AG04,Diiodohydroxypropane,"['D08AG04', 'D08AG', 'D08A', 'D08', 'D']",False,1,1
2077,D08AG03,Iodine,"['D08AG03', 'D08AG', 'D08A', 'D08', 'D']",False,1,1
2078,D08AG02,Povidone-iodine,"['D08AG02', 'D08AG', 'D08A', 'D08', 'D']",False,1,1
2079,D08AG01,Iodine/octylphenoxypolyglycolether,"['D08AG01', 'D08AG', 'D08A', 'D08', 'D']",False,1,1
2080,D08AF,Nitrofuran derivatives,"['D08AF', 'D08A', 'D08', 'D']",False,2,2
2081,D08AF01,Nitrofural,"['D08AF01', 'D08AF', 'D08A', 'D08', 'D']",False,1,1
2082,D08AE,Phenol and derivatives,"['D08AE', 'D08A', 'D08', 'D']",False,7,7
2083,D08AE06,Biphenylol,"['D08AE06', 'D08AE', 'D08A', 'D08', 'D']",False,1,1
2084,D08AE05,Chloroxylenol,"['D08AE05', 'D08AE', 'D08A', 'D08', 'D']",False,1,1
2085,D08AE04,Triclosan,"['D08AE04', 'D08AE', 'D08A', 'D08', 'D']",False,1,1
2086,D08AE03,Phenol,"['D08AE03', 'D08AE', 'D08A', 'D08', 'D']",False,1,1
2087,D08AE02,Policresulen,"['D08AE02', 'D08AE', 'D08A', 'D08', 'D']",False,1,1
2088,D08AE01,Hexachlorophene,"['D08AE01', 'D08AE', 'D08A', 'D08', 'D']",False,1,1
2089,D08AD,Boric acid products,"['D08AD', 'D08A', 'D08', 'D']",False,1,1
2090,D08AC,Biguanides and amidines,"['D08AC', 'D08A', 'D08', 'D']",False,7,7
2091,D08AC52,"Chlorhexidine, combinations","['D08AC52', 'D08AC', 'D08A', 'D08', 'D']",False,1,1
2092,D08AC05,Polihexanide,"['D08AC05', 'D08AC', 'D08A', 'D08', 'D']",False,1,1
2093,D08AC04,Hexamidine,"['D08AC04', 'D08AC', 'D08A', 'D08', 'D']",False,1,1
2094,D08AC03,Propamidine,"['D08AC03', 'D08AC', 'D08A', 'D08', 'D']",False,1,1
2095,D08AC02,Chlorhexidine,"['D08AC02', 'D08AC', 'D08A', 'D08', 'D']",False,1,1
2096,D08AC01,Dibrompropamidine,"['D08AC01', 'D08AC', 'D08A', 'D08', 'D']",False,1,1
2097,D08AB,Aluminium agents,"['D08AB', 'D08A', 'D08', 'D']",False,1,1
2098,D08AA,Acridine derivatives,"['D08AA', 'D08A', 'D08', 'D']",False,4,4
2099,D08AA03,Euflavine,"['D08AA03', 'D08AA', 'D08A', 'D08', 'D']",False,1,1
2100,D08AA02,Aminoacridine,"['D08AA02', 'D08AA', 'D08A', 'D08', 'D']",False,1,1
2101,D08AA01,Ethacridine lactate,"['D08AA01', 'D08AA', 'D08A', 'D08', 'D']",False,1,1
2102,D07,"Corticosteroids, dermatological preparations","['D07', 'D']",False,116,116
2103,D07X,"Corticosteroids, other combinations","['D07X', 'D07', 'D']",False,18,18
2104,D07XD,"Corticosteroids, very potent, other combinations","['D07XD', 'D07X', 'D07', 'D']",False,1,1
2105,D07XC,"Corticosteroids, potent, other combinations","['D07XC', 'D07X', 'D07', 'D']",False,6,6
2106,D07XC05,Fluocortolone,"['D07XC05', 'D07XC', 'D07X', 'D07', 'D']",False,1,1
2107,D07XC04,Diflucortolone,"['D07XC04', 'D07XC', 'D07X', 'D07', 'D']",False,1,1
2108,D07XC03,Mometasone,"['D07XC03', 'D07XC', 'D07X', 'D07', 'D']",False,1,1
2109,D07XC02,Desoximetasone,"['D07XC02', 'D07XC', 'D07X', 'D07', 'D']",False,1,1
2110,D07XC01,Betamethasone,"['D07XC01', 'D07XC', 'D07X', 'D07', 'D']",False,1,1
2111,D07XB,"Corticosteroids, moderately potent, other combinations","['D07XB', 'D07X', 'D07', 'D']",False,7,7
2112,D07XB30,Combinations of corticosteroids,"['D07XB30', 'D07XB', 'D07X', 'D07', 'D']",False,1,1
2113,D07XB05,Dexamethasone,"['D07XB05', 'D07XB', 'D07X', 'D07', 'D']",False,1,1
2114,D07XB04,Fluorometholone,"['D07XB04', 'D07XB', 'D07X', 'D07', 'D']",False,1,1
2115,D07XB03,Fluprednidene,"['D07XB03', 'D07XB', 'D07X', 'D07', 'D']",False,1,1
2116,D07XB02,Triamcinolone,"['D07XB02', 'D07XB', 'D07X', 'D07', 'D']",False,1,1
2117,D07XB01,Flumetasone,"['D07XB01', 'D07XB', 'D07X', 'D07', 'D']",False,1,1
2118,D07XA,"Corticosteroids, weak, other combinations","['D07XA', 'D07X', 'D07', 'D']",False,3,3
2119,D07XA02,Prednisolone,"['D07XA02', 'D07XA', 'D07X', 'D07', 'D']",False,1,1
2120,D07XA01,Hydrocortisone,"['D07XA01', 'D07XA', 'D07X', 'D07', 'D']",False,1,1
2121,D07C,"Corticosteroids, combinations with antibiotics","['D07C', 'D07', 'D']",False,20,20
2122,D07CD,"Corticosteroids, very potent, combinations with antibiotics","['D07CD', 'D07C', 'D07', 'D']",False,2,2
2123,D07CD01,Clobetasol and antibiotics,"['D07CD01', 'D07CD', 'D07C', 'D07', 'D']",False,1,1
2124,D07CC,"Corticosteroids, potent, combinations with antibiotics","['D07CC', 'D07C', 'D07', 'D']",False,7,7
2125,D07CC06,Fluocortolone and antibiotics,"['D07CC06', 'D07CC', 'D07C', 'D07', 'D']",False,1,1
2126,D07CC05,Fluocinonide and antibiotics,"['D07CC05', 'D07CC', 'D07C', 'D07', 'D']",False,1,1
2127,D07CC04,Beclometasone and antibiotics,"['D07CC04', 'D07CC', 'D07C', 'D07', 'D']",False,1,1
2128,D07CC03,Fludroxycortide and antibiotics,"['D07CC03', 'D07CC', 'D07C', 'D07', 'D']",False,1,1
2129,D07CC02,Fluocinolone acetonide and antibiotics,"['D07CC02', 'D07CC', 'D07C', 'D07', 'D']",False,1,1
2130,D07CC01,Betamethasone and antibiotics,"['D07CC01', 'D07CC', 'D07C', 'D07', 'D']",False,1,1
2131,D07CB,"Corticosteroids, moderately potent, combinations with antibiotics","['D07CB', 'D07C', 'D07', 'D']",False,6,6
2132,D07CB05,Flumetasone and antibiotics,"['D07CB05', 'D07CB', 'D07C', 'D07', 'D']",False,1,1
2133,D07CB04,Dexamethasone and antibiotics,"['D07CB04', 'D07CB', 'D07C', 'D07', 'D']",False,1,1
2134,D07CB03,Fluorometholone and antibiotics,"['D07CB03', 'D07CB', 'D07C', 'D07', 'D']",False,1,1
2135,D07CB02,Fluprednidene and antibiotics,"['D07CB02', 'D07CB', 'D07C', 'D07', 'D']",False,1,1
2136,D07CB01,Triamcinolone and antibiotics,"['D07CB01', 'D07CB', 'D07C', 'D07', 'D']",False,1,1
2137,D07CA,"Corticosteroids, weak, combinations with antibiotics","['D07CA', 'D07C', 'D07', 'D']",False,4,4
2138,D07CA03,Prednisolone and antibiotics,"['D07CA03', 'D07CA', 'D07C', 'D07', 'D']",False,1,1
2139,D07CA02,Methylprednisolone and antibiotics,"['D07CA02', 'D07CA', 'D07C', 'D07', 'D']",False,1,1
2140,D07CA01,Hydrocortisone and antibiotics,"['D07CA01', 'D07CA', 'D07C', 'D07', 'D']",False,1,1
2141,D07B,"Corticosteroids, combinations with antiseptics","['D07B', 'D07', 'D']",False,15,15
2142,D07BD,"Corticosteroids, very potent, combinations with antiseptics","['D07BD', 'D07B', 'D07', 'D']",False,1,1
2143,D07BC,"Corticosteroids, potent, combinations with antiseptics","['D07BC', 'D07B', 'D07', 'D']",False,5,5
2144,D07BC04,Diflucortolone and antiseptics,"['D07BC04', 'D07BC', 'D07B', 'D07', 'D']",False,1,1
2145,D07BC03,Fluocortolone and antiseptics,"['D07BC03', 'D07BC', 'D07B', 'D07', 'D']",False,1,1
2146,D07BC02,Fluocinolone acetonide and antiseptics,"['D07BC02', 'D07BC', 'D07B', 'D07', 'D']",False,1,1
2147,D07BC01,Betamethasone and antiseptics,"['D07BC01', 'D07BC', 'D07B', 'D07', 'D']",False,1,1
2148,D07BB,"Corticosteroids, moderately potent, combinations with antiseptics","['D07BB', 'D07B', 'D07', 'D']",False,5,5
2149,D07BB04,Hydrocortisone butyrate and antiseptics,"['D07BB04', 'D07BB', 'D07B', 'D07', 'D']",False,1,1
2150,D07BB03,Triamcinolone and antiseptics,"['D07BB03', 'D07BB', 'D07B', 'D07', 'D']",False,1,1
2151,D07BB02,Desonide and antiseptics,"['D07BB02', 'D07BB', 'D07B', 'D07', 'D']",False,1,1
2152,D07BB01,Flumetasone and antiseptics,"['D07BB01', 'D07BB', 'D07B', 'D07', 'D']",False,1,1
2153,D07BA,"Corticosteroids, weak, combinations with antiseptics","['D07BA', 'D07B', 'D07', 'D']",False,3,3
2154,D07BA04,Hydrocortisone and antiseptics,"['D07BA04', 'D07BA', 'D07B', 'D07', 'D']",False,1,1
2155,D07BA01,Prednisolone and antiseptics,"['D07BA01', 'D07BA', 'D07B', 'D07', 'D']",False,1,1
2156,D07A,"Corticosteroids, plain","['D07A', 'D07', 'D']",False,44,44
2157,D07AD,"Corticosteroids, very potent (group iv)","['D07AD', 'D07A', 'D07', 'D']",False,3,3
2158,D07AD02,Halcinonide,"['D07AD02', 'D07AD', 'D07A', 'D07', 'D']",False,1,1
2159,D07AD01,Clobetasol,"['D07AD01', 'D07AD', 'D07A', 'D07', 'D']",False,1,1
2160,D07AC,"Corticosteroids, potent (group iii)","['D07AC', 'D07A', 'D07', 'D']",False,21,21
2161,D07AC21,Ulobetasol,"['D07AC21', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2162,D07AC19,Difluprednate,"['D07AC19', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2163,D07AC18,Prednicarbate,"['D07AC18', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2164,D07AC17,Fluticasone,"['D07AC17', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2165,D07AC16,Hydrocortisone aceponate,"['D07AC16', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2166,D07AC15,Beclometasone,"['D07AC15', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2167,D07AC14,Methylprednisolone aceponate,"['D07AC14', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2168,D07AC13,Mometasone,"['D07AC13', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2169,D07AC12,Halometasone,"['D07AC12', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2170,D07AC11,Amcinonide,"['D07AC11', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2171,D07AC10,Diflorasone,"['D07AC10', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2172,D07AC09,Budesonide,"['D07AC09', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2173,D07AC08,Fluocinonide,"['D07AC08', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2174,D07AC07,Fludroxycortide,"['D07AC07', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2175,D07AC06,Diflucortolone,"['D07AC06', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2176,D07AC05,Fluocortolone,"['D07AC05', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2177,D07AC04,Fluocinolone acetonide,"['D07AC04', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2178,D07AC03,Desoximetasone,"['D07AC03', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2179,D07AC02,Fluclorolone,"['D07AC02', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2180,D07AC01,Betamethasone,"['D07AC01', 'D07AC', 'D07A', 'D07', 'D']",False,1,1
2181,D07AB,"Corticosteroids, moderately potent (group ii)","['D07AB', 'D07A', 'D07', 'D']",False,15,15
2182,D07AB30,Combinations of corticosteroids,"['D07AB30', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2183,D07AB21,Clocortolone,"['D07AB21', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2184,D07AB19,Dexamethasone,"['D07AB19', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2185,D07AB11,Hydrocortisone buteprate,"['D07AB11', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2186,D07AB10,Alclometasone,"['D07AB10', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2187,D07AB09,Triamcinolone,"['D07AB09', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2188,D07AB08,Desonide,"['D07AB08', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2189,D07AB07,Fluprednidene,"['D07AB07', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2190,D07AB06,Fluorometholone,"['D07AB06', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2191,D07AB05,Fluperolone,"['D07AB05', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2192,D07AB04,Fluocortin,"['D07AB04', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2193,D07AB03,Flumetasone,"['D07AB03', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2194,D07AB02,Hydrocortisone butyrate,"['D07AB02', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2195,D07AB01,Clobetasone,"['D07AB01', 'D07AB', 'D07A', 'D07', 'D']",False,1,1
2196,D07AA,"Corticosteroids, weak (group i)","['D07AA', 'D07A', 'D07', 'D']",False,4,4
2197,D07AA03,Prednisolone,"['D07AA03', 'D07AA', 'D07A', 'D07', 'D']",False,1,1
2198,D07AA02,Hydrocortisone,"['D07AA02', 'D07AA', 'D07A', 'D07', 'D']",False,1,1
2199,D07AA01,Methylprednisolone,"['D07AA01', 'D07AA', 'D07A', 'D07', 'D']",False,1,1
2200,D06,Antibiotics and chemotherapeutics for dermatological use,"['D06', 'D']",False,73,73
